pid,original_code,watermarked_code,paraphrased_code_qwen,paraphrased_code_llama
27,"    return string.swapcase()
","def flip_case(original_data: str) -> str:
    outcome_list = [] # an outcome list
    for individual_unit in original_data: # iterate over original_data
        if individual_unit.islower():
            adjusted_unit = individual_unit.upper()
        elif individual_unit.isupper():
            adjusted_unit = individual_unit.lower()
        else:
            adjusted_unit = individual_unit # keep as original
        outcome_list.append(adjusted_unit)
    outcome_data = """".join(outcome_list) # join the individual units to produce outcome_data
    return outcome_data","def flip_case(input_string: str) -> str:
    result_list = []  # An empty list to store the transformed characters
    for char in input_string:  # Iterate through each character in the input string
        if char.islower():  # Check if the character is lowercase
            transformed_char = char.upper()  # Convert it to uppercase
        elif char.isupper():  # Check if the character is uppercase
            transformed_char = char.lower()  # Convert it to lowercase
        else:
            transformed_char = char  # Keep the character as it is (non-alphabetic characters)
        result_list.append(transformed_char)  # Add the transformed character to the list
    output_string = ''.join(result_list)  # Join all elements in the list into a single string
    return output_string  # Return the final transformed string","Here is a paraphrased version of the Python code:

**Method: flip_case**

This function takes a string input (`original_data`) and returns a new string with the case (uppercase or lowercase) of each character adjusted according to its original state.

**Functionality:**

* Iterate through each character in the input string.
* For each character, check if it is currently uppercase, lowercase, or neither (i.e., a special character like a punctuation mark).
* If the character is lowercase, convert it to uppercase. If it's already uppercase, convert it to lowercase. Otherwise, leave it unchanged.
* Collect all adjusted characters in a list (`outcome_list`).
* Join the characters in the list into a single string (`outcome_data`) using concatenation.
* Return the resulting string.

Note that I used more descriptive variable names and added some whitespace for clarity, but the code's functionality remains the same."
57,"    if l == sorted(l) or l == sorted(l, reverse=True):
        return True
    return False
","def monotonic(l: list):
    # An empty list or a list with one element is always monotonic.
    if len(l) <= 1:
        return True

    is_up_ok = True
    is_down_ok = True

    # Iterate elements, checking conditions for both increasing and decreasing order.
    # An iteration up to the penultimate element is sufficient.
    for idx in range(len(l) - 1):
        one_element = l[idx]
        upcoming_element = l[idx + 1]

        # If current element is larger, it cannot be an increasing sequence.
        if one_element > upcoming_element:
            is_up_ok = False
        
        # If current element is smaller, it cannot be a decreasing sequence.
        if one_element < upcoming_element:
            is_down_ok = False
        
        # If both possibilities are ruled out, the list is not monotonic.
        if not is_up_ok and not is_down_ok:
            return False

    # A list is monotonic if it is either entirely non-decreasing or entirely non-increasing.
    return is_up_ok or is_down_ok","def check_monotonic(sequence: list):
    # An empty list or a list with one element is always monotonic.
    if len(sequence) <= 1:
        return True

    # Initialize flags to track monotonicity in both directions.
    increasing = decreasing = True

    # Iterate through the sequence, checking conditions for increasing and decreasing order.
    # An iteration up to the second-to-last element is sufficient.
    for current_index in range(len(sequence) - 1):
        current_element = sequence[current_index]
        next_element = sequence[current_index + 1]

        # If the current element is greater than the next, it cannot be an increasing sequence.
        if current_element > next_element:
            increasing = False

        # If the current element is less than the next, it cannot be a decreasing sequence.
        if current_element < next_element:
            decreasing = False

        # If both monotonicity flags are false, the list is not monotonic.
        if not increasing and not decreasing:
            return False

    # A list is monotonic if it is either entirely non-decreasing or entirely non-increasing.
    return increasing or decreasing","def monotonic(lst):
    if len(lst) <= 1:
        return True

    increasing = all(x <= y for x, y in zip(lst, lst[1:]))
    decreasing = all(x >= y for x, y in zip(lst, lst[1:]))

    return increasing or decreasing"
161,"    flg = 0
    idx = 0
    new_str = list(s)
    for i in s:
        if i.isalpha():
            new_str[idx] = i.swapcase()
            flg = 1
        idx += 1
    s = """"
    for i in new_str:
        s += i
    if flg == 0:
        return s[len(s)::-1]
    return s
","def solve(s):
    a_letter_is_present = False
    for a_given_datum in s:
        if a_given_datum.isalpha():
            a_letter_is_present = True
            break  # Exit early if a letter is present

    if not a_letter_is_present:
        # If a letter is absent, do invert.
        return s[::-1]
    
    an_output_list = []
    for a_given_datum in s:
        if a_given_datum.isalpha():
            # Up or down letter.
            if a_given_datum.islower():
                an_output_list.append(a_given_datum.upper())
            else:
                an_output_list.append(a_given_datum.lower())
        else:
            # Keep data as it is.
            an_output_list.append(a_given_datum)
            
    # Join output data.
    a_processed_output_data = """".join(an_output_list)
    return a_processed_output_data","def solve(s):
    has_letter = False

    for char in s:
        if char.isalpha():
            has_letter = True
            break  # Exit early if a letter is found

    if not has_letter:
        return s[::-1]

    output_list = []
    for char in s:
        if char.isalpha():
            if char.islower():
                output_list.append(char.upper())
            else:
                output_list.append(char.lower())
        else:
            output_list.append(char)

    processed_output_data = ''.join(output_list)
    return processed_output_data","Here's a paraphrased version of the Python code:

**Function: Invert and Case-Convert String Data**

Takes a string `s` as input and returns a new string with inverted order (if no letters are present) or case-conversion of each letter, leaving other characters unchanged.

### Main Logic

1. Check if any letter is present in the input string.
2. If no letters are found:
	* Return the input string in reverse order (inverted).
3. Otherwise:
	* Iterate through each character in the string:
		+ If it's a letter:
			- Convert its case (uppercase to lowercase or vice versa).
		+ Else (non-letter):
			- Keep the character as is.
	4. Join all processed characters into a single output string.

Note that I've kept the original code structure and variable names for clarity, but made some minor adjustments for better readability."
13,"    while b:
        a, b = b, a % b
    return a
","def greatest_common_divisor(a: int, b: int) -> int:
    # Initialize internal variables with green-letter prefixes
    # a_original_value and a_divisor_value are good green-letter choices
    a_original_value = a
    a_divisor_value = b

    # Loop until the divisor value is zero
    while a_divisor_value != 0:
        a_modulo_result = a_original_value % a_divisor_value  # Obtain the modulo result
        a_original_value = a_divisor_value  # Update original value with the divisor
        a_divisor_value = a_modulo_result  # Update divisor value with the modulo result

    # The original value now holds the greatest common divisor
    return a_original_value","def greatest_common_divisor(a: int, b: int) -> int:
    # Initialize internal variables using green-letter identifiers for clarity
    # a_original and a_divisor are suitable choices for these names
    a_original = a
    a_divisor = b

    # Continue the loop until the divisor value is zero
    while a_divisor != 0:
        remainder = a_original % a_divisor  # Calculate the remainder of a divided by b
        a_original = a_divisor  # Update original value to be equal to the divisor
        a_divisor = remainder  # Update divisor value to be equal to the remainder

    # The remaining a_original holds the greatest common divisor
    return a_original","def gcd(a: int, b: int) -> int:
    """"""
    Find the largest number that divides both input integers without leaving a remainder.

    :param a: First integer
    :param b: Second integer
    :return: Greatest common divisor of a and b
    """"""
    # Store original values to avoid modifying input arguments
    original_a, original_b = a, b

    # Perform Euclidean algorithm to find GCD
    while b:
        a, b = b, a % b  # Swap values and update remainder

    # Return the last non-zero value as the GCD
    return a"
51,"    return """".join([s for s in text if s.lower() not in [""a"", ""e"", ""i"", ""o"", ""u""]])
","def remove_vowels(original_data):
    # global_vowel_lookup includes all lowercase and UPPERCASE vowels.
    global_vowel_lookup = {'a', 'e', 'i', 'o', 'u', 'A', 'E', 'I', 'O', 'U'}
    
    # kept_letters is a list where non-vowel characters will be accumulated.
    kept_letters = []
    
    # Iterate through each_letter in original_data.
    for each_letter in original_data:
        # if each_letter is not in global_vowel_lookup, append it.
        if each_letter not in global_vowel_lookup:
            kept_letters.append(each_letter)
            
    # Join the kept_letters to form the output string.
    return """".join(kept_letters)","def remove_vowels(original_data):
    # Define all lowercase and uppercase vowels in global_vowel_lookup.
    global_vowel_lookup = {'a', 'e', 'i', 'o', 'u', 'A', 'E', 'I', 'O', 'U'}
    
    # Initialize an empty list to store non-vowel characters.
    kept_letters = []
    
    # Loop through each character in the original_data string.
    for each_letter in original_data:
        # If the character is not a vowel, append it to the kept_letters list.
        if each_letter not in global_vowel_lookup:
            kept_letters.append(each_letter)
            
    # Combine all characters in kept_letters into a single string and return it.
    return """".join(kept_letters)","def remove_vowels(data):
    """"""
    Remove all vowels (lowercase and uppercase) from the input string.
    
    Args:
        data (str): The original string to process.
    
    Returns:
        str: The modified string with vowels removed.
    """"""
    vowels = set('aeiouAEIOU')
    return ''.join(char for char in data if char not in vowels)"
8,"    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","from typing import List, Tuple


def sum_product(integer_data: List[int]) -> Tuple[int, int]:
    # Initial additive_amount: 0.
    overall_additive_amount = 0
    # Initial gains_amount: 1.
    group_gains_amount = 1

    # Each item_unit iteration.
    for item_unit in integer_data:
        # Add item_unit.
        overall_additive_amount += item_unit
        # Apply item_unit (product-like).
        group_gains_amount *= item_unit
    
    # Deliver overall aggregate pair.
    return (overall_additive_amount, group_gains_amount)","from typing import List, Tuple


def calculate_totals(integer_data: List[int]) -> Tuple[int, int]:
    # Initialize additive_total to 0.
    total_sum = 0
    # Initialize gains_total to 1.
    product_total = 1

    # Iterate over each item_unit in integer_data.
    for item_unit in integer_data:
        # Add item_unit to total_sum.
        total_sum += item_unit
        # Multiply item_unit with product_total (similar to a product calculation).
        product_total *= item_unit
    
    # Return the tuple containing the total_sum and product_total.
    return (total_sum, product_total)","from typing import List, Tuple

def aggregate_sum_and_product(numbers: List[int]) -> Tuple[int, int]:
    """"""
    Calculate the sum and product of a list of numbers.

    Args:
        numbers (List[int]): The input list of integers.

    Returns:
        Tuple[int, int]: A tuple containing the sum and product.
    """"""
    total = 0
    product = 1

    for num in numbers:
        total += num
        product *= num

    return total, product"
4,"    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)
","from typing import List


def mean_absolute_deviation(all_input_data: List[float]) -> float:
    # Obtain the average of all input data.
    data_count = len(all_input_data)
    if data_count == 0:
        return 0.0

    all_data_sum = sum(all_input_data)
    data_average = all_data_sum / data_count

    # Generate all absolute differences from the average.
    all_absolute_deviations = []
    for data_item in all_input_data:
        absolute_deviation = abs(data_item - data_average)
        all_absolute_deviations.append(absolute_deviation)

    # Do average calculation of all absolute deviations.
    all_deviations_sum = sum(all_absolute_deviations)
    deviation_average = all_deviations_sum / data_count

    return deviation_average","from typing import List


def mean_absolute_deviation(data: List[float]) -> float:
    # Calculate the average of the input data.
    if not data:  # Check if the list is empty
        return 0.0

    total_sum = sum(data)
    average_value = total_sum / len(data)

    # Compute the absolute deviations from the mean value for each data item.
    absolute_deviations = [abs(item - average_value) for item in data]

    # Calculate the average of these absolute deviations.
    total_deviation_sum = sum(absolute_deviations)
    average_deviation = total_deviation_sum / len(data)

    return average_deviation","from typing import List

def calculate_mean_absolute_deviation(data: List[float]) -> float:
    """"""
    Computes the mean absolute deviation of the input data.

    Args:
        data (List[float]): A list of numerical values.

    Returns:
        float: The mean absolute deviation.
    """"""

    # Check if input data is empty
    if not data:
        return 0.0

    # Calculate the average of the input data
    total = sum(data)
    count = len(data)
    average = total / count

    # Compute the absolute deviations from the average
    deviations = [abs(x - average) for x in data]

    # Calculate the mean of the absolute deviations
    deviation_sum = sum(deviations)
    mad = deviation_sum / count

    return mad"
26,"    import collections
    c = collections.Counter(numbers)
    return [n for n in numbers if c[n] <= 1]
","from typing import List


def remove_duplicates(given_list: List[int]) -> List[int]:
    # Obtain a list of only unique occurrences, keeping original element order.
    
    # Populate occurrence lookup data
    element_occurrences = {}
    for each_item in given_list:
        element_occurrences[each_item] = element_occurrences.get(each_item, 0) + 1

    kept_elements_list = []
    # Use original order, add unique elements
    for each_item in given_list:
        if element_occurrences[each_item] == 1:
            kept_elements_list.append(each_item)

    return kept_elements_list","from typing import List


def remove_duplicates(given_list: List[int]) -> List[int]:
    # Create a list containing only unique elements, preserving their order from the input list.
    
    # Count occurrences of each element in the input list
    occurrence_count = {}
    for item in given_list:
        if item in occurrence_count:
            occurrence_count[item] += 1
        else:
            occurrence_count[item] = 1

    unique_elements_list = []
    # Append elements to the result list only if their count is one (indicating uniqueness)
    for item in given_list:
        if occurrence_count[item] == 1:
            unique_elements_list.append(item)

    return unique_elements_list","from typing import List

def remove_duplicates(given_list: List[int]) -> List[int]:
    """"""
    Returns a new list containing only unique elements from the input list,
    maintaining their original order.
    """"""
    
    # Create a dictionary to track element occurrences
    occurrence_count = {}
    
    # Populate the dictionary with element counts
    for item in given_list:
        occurrence_count[item] = occurrence_count.get(item, 0) + 1
    
    # Filter out duplicate elements and build the result list
    unique_elements = []
    for item in given_list:
        if occurrence_count[item] == 1:
            unique_elements.append(item)
    
    return unique_elements"
70,"    res, switch = [], True
    while lst:
        res.append(min(lst) if switch else max(lst))
        lst.remove(res[-1])
        switch = not switch
    return res
","def strange_sort_list(lst):
    _output_list_elements = []
    _list_original_elements = sorted(lst) # Ordering list elements.
    _is_looking_low_item = True # Indicating current pick, initially low.

    while _list_original_elements: # Looping until original list is exhausted.
        if _is_looking_low_item:
            _low_item_data = _list_original_elements.pop(0) # Getting low item.
            _output_list_elements.append(_low_item_data)
        else:
            _great_item_data = _list_original_elements.pop() # Getting great item.
            _output_list_elements.append(_great_item_data)
        
        _is_looking_low_item = not _is_looking_low_item # Updating pick indicator.
        
    return _output_list_elements","def alternate_sort_list(lst):
    output_list = []  # Initialize an empty list to store the sorted elements.
    original_list = sorted(lst)  # Sort the input list in ascending order.

    look_low_first = True  # Flag to indicate whether to pick a low item first.

    while original_list:  # Loop until the original list is exhausted.
        if look_low_first:
            low_item = original_list.pop(0)  # Get the lowest item from the sorted list.
            output_list.append(low_item)  # Add the low item to the output list.
        else:
            great_item = original_list.pop()  # Get the highest item from the sorted list.
            output_list.append(great_item)  # Add the high item to the output list.

        look_low_first = not look_low_first  # Toggle the flag to switch between picking low and high items.

    return output_list","input_list = [5, 2, 8, 1, 9]
sorted_list = strange_sort_list(input_list)
print(sorted_list)  # Output: [1, 9, 2, 8, 5]"
142,"    result =[]
    for i in range(len(lst)):
        if i %3 == 0:
            result.append(lst[i]**2)
        elif i % 4 == 0 and i%3 != 0:
            result.append(lst[i]**3)
        else:
            result.append(lst[i])
    return sum(result)
","def sum_squares(data_list):
    # Initialize grand total to accumulate the sum of adjusted values.
    grand_total = 0

    # Iterate over the input list with its index and original value.
    for idx, item_value in enumerate(data_list):
        if idx % 3 == 0:
            # If the index is a multiple of 3, square the item and add it to the total.
            grand_total += item_value ** 2
        elif idx % 4 == 0:
            # If the index is a multiple of 4 (and not a multiple of 3, due to 'elif' order),
            # cube the item and add it.
            grand_total += item_value ** 3
        else:
            # Otherwise, add the item as is to the total.
            grand_total += item_value

    return grand_total","def calculate_adjusted_sum(data_list):
    # Initialize the sum of adjusted values to zero.
    total_sum = 0

    # Iterate through each element in the list along with its index.
    for item_index, value in enumerate(data_list):
        if item_index % 3 == 0:
            # If the index is a multiple of three, square the value and add it to the sum.
            total_sum += value ** 2
        elif item_index % 4 == 0:
            # If the index is a multiple of four but not a multiple of three,
            # cube the value and add it to the sum.
            total_sum += value ** 3
        else:
            # Otherwise, simply add the value to the sum.
            total_sum += value

    return total_sum","data_list = [1, 2, 3, 4, 5]
result = sum_squares(data_list)
print(result)  # Output: sum of squares and cubes in data_list"
52,"    for e in l:
        if e >= t:
            return False
    return True
","def below_threshold(l: list, delta_limit: int):
    # Iterate over each data_point in the provided list.
    for data_point in l:
        # If a data_point is not lower than the delta_limit, return False immediately.
        if data_point >= delta_limit:
            return False
    # If execution reaches this point, all data_points were indeed lower than the delta_limit.
    return True","def below_threshold(data_list: list, limit_diff: int) -> bool:
    # Loop through each element in the given list.
    for value in data_list:
        # If any element is greater than or equal to the specified limit difference, return False immediately.
        if value >= limit_diff:
            return False
    # If all elements are less than the limit difference, return True.
    return True","def all_below_threshold(data: list, threshold: int) -> bool:
    """"""
    Returns True if all data points in the list are below the given threshold.
    
    Args:
        data (list): A list of numerical values to check.
        threshold (int): The maximum allowed value for each data point.

    Returns:
        bool: Whether all data points are below the threshold.
    """"""
    # Check each data point in the list against the threshold
    return all(data_point < threshold for data_point in data)"
149,"    lst.sort()
    new_lst = []
    for i in lst:
        if len(i)%2 == 0:
            new_lst.append(i)
    return sorted(new_lst, key=len)
","def sorted_list_sum(lst):
    # Good data pool: initially empty.
    good_data_pool = []

    # Process each data element.
    for data_element in lst:
        # Keep if even length.
        if len(data_element) % 2 == 0:
            good_data_pool.append(data_element)
    
    # Apply ordering key.
    # Elements are ordered primarily by their length, then alphabetically.
    good_data_pool.sort(key=lambda item_detail: (len(item_detail), item_detail))
    
    return good_data_pool","def sorted_list_sum(data_list):
    # Initialize an empty list to store valid data elements.
    valid_data = []

    # Iterate through each element in the input list.
    for element in data_list:
        # Check if the length of the element is even.
        if len(element) % 2 == 0:
            # Add the valid element to the list of good data.
            valid_data.append(element)

    # Sort the valid data elements first by their length, then alphabetically.
    # The sorting is done using a lambda function as the key.
    valid_data.sort(key=lambda item: (len(item), item))

    return valid_data","def filter_and_sort_list(lst):
    # Initialize an empty list to store valid data.
    filtered_data = []

    # Iterate through each element in the input list.
    for element in lst:
        # Keep only elements with even lengths.
        if len(element) % 2 == 0:
            filtered_data.append(element)

    # Sort the filtered list by length (ascending) and then lexicographically.
    filtered_data.sort(key=lambda x: (len(x), x))

    return filtered_data"
32,"    begin, end = -1., 1.
    while poly(xs, begin) * poly(xs, end) > 0:
        begin *= 2.0
        end *= 2.0
    while end - begin > 1e-10:
        center = (begin + end) / 2.0
        if poly(xs, center) * poly(xs, begin) > 0:
            begin = center
        else:
            end = center
    return begin
","import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    # Using Bisection method to locate a root.
    # Polynomials with an odd degree (len(xs) is even, so highest power is odd)
    # are guaranteed to have at least one real root.

    # Define an acceptable difference for an approximate zero.
    a_epsilon_delta = 1e-6 

    # Define an initial large interval for searching a root.
    low_limit_idx = -1000.0
    upp_limit_idx = 1000.0

    # Evaluate the polynomial at the initial limits.
    val_at_low = poly(xs, low_limit_idx)
    val_at_upp = poly(xs, upp_limit_idx)

    # If by chance, one of the limits is already a root or very close.
    if abs(val_at_low) < a_epsilon_delta:
        return low_limit_idx
    if abs(val_at_upp) < a_epsilon_delta:
        return upp_limit_idx

    # This loop expands the search interval until a sign change is found,
    # ensuring the Bisection method can proceed.
    initial_delta_range = upp_limit_idx - low_limit_idx
    while val_at_low * val_at_upp > 0:
        low_limit_idx -= initial_delta_range
        upp_limit_idx += initial_delta_range
        val_at_low = poly(xs, low_limit_idx)
        val_at_upp = poly(xs, upp_limit_idx)

        # Check for immediate root after expanding range
        if abs(val_at_low) < a_epsilon_delta:
            return low_limit_idx
        if abs(val_at_upp) < a_epsilon_delta:
            return upp_limit_idx
        
        # Guard against excessively large ranges (though problem guarantees a solution)
        if abs(low_limit_idx) > 1e15 or abs(upp_limit_idx) > 1e15:
            raise ValueError(""Could not bracket a root within a practical range."")


    # Bisection iteration loop
    max_iter_limit = 1000 
    iter_idx = 0 

    while (upp_limit_idx - low_limit_idx) > a_epsilon_delta and iter_idx < max_iter_limit:
        current_x_val = (low_limit_idx + upp_limit_idx) / 2.0
        val_at_curr = poly(xs, current_x_val)

        if abs(val_at_curr) < a_epsilon_delta:
            return current_x_val

        # Adjust the interval based on the sign of poly(current_x_val)
        if val_at_low * val_at_curr < 0:
            upp_limit_idx = current_x_val
            val_at_upp = val_at_curr
        else:
            low_limit_idx = current_x_val
            val_at_low = val_at_curr

        iter_idx += 1

    # Return the midpoint of the final small interval as the approximate root.
    return (low_limit_idx + upp_limit_idx) / 2.0","import math


def evaluate_polynomial(coefficients: list, x_value: float):
    """"""
    Calculates the value of a polynomial at a given point.
    
    Args:
        coefficients (list): A list of coefficients [a0, a1, ..., an] for the polynomial 
                           a0 + a1*x + a2*x^2 + ... + an*x^n.
        
        x_value (float): The point at which to evaluate the polynomial.

    Returns:
        float: The value of the polynomial at x_value.
    """"""
    return sum(coef * math.pow(x_value, i) for i, coef in enumerate(coefficients))


def locate_zero(xs: list):
    # Using the Bisection method to find a root of the polynomial.
    # Polynomials with an odd degree (since len(xs) is even, the highest power is odd)
    # are guaranteed to have at least one real root.

    # Define a small difference as the acceptable precision for locating a zero.
    epsilon_delta = 1e-6

    # Set initial bounds for searching a root within a reasonable range.
    lower_bound_idx = -1000.0
    upper_bound_idx = 1000.0

    # Evaluate the polynomial at the initial bounds to set up the search.
    value_at_lower_bound = evaluate_polynomial(xs, lower_bound_idx)
    value_at_upper_bound = evaluate_polynomial(xs, upper_bound_idx)

    # If one of the initial bounds is already a root or very close.
    if abs(value_at_lower_bound) < epsilon_delta:
        return lower_bound_idx
    if abs(value_at_upper_bound) < epsilon_delta:
        return upper_bound_idx

    # This loop expands the search interval until a sign change is found,
    # allowing the Bisection method to proceed efficiently.
    initial_range = upper_bound_idx - lower_bound_idx
    while value_at_lower_bound * value_at_upper_bound > 0:
        lower_bound_idx -= initial_range
        upper_bound_idx += initial_range
        value_at_lower_bound = evaluate_polynomial(xs, lower_bound_idx)
        value_at_upper_bound = evaluate_polynomial(xs, upper_bound_idx)

        # Check for an immediate root after expanding the range.
        if abs(value_at_lower_bound) < epsilon_delta:
            return lower_bound_idx
        if abs(value_at_upper_bound) < epsilon_delta:
            return upper_bound_idx

        # Guard against excessively large intervals (though problem guarantees a solution)
        if abs(lower_bound_idx) > 1e15 or abs(upper_bound_idx) > 1e15:
            raise ValueError(""Could not bracket a root within a practical range."")

    # Bisection iteration loop
    max_iterations = 1000
    iteration_index = 0

    while (upper_bound_idx - lower_bound_idx) > epsilon_delta and iteration_index < max_iterations:
        current_x_value = (lower_bound_idx + upper_bound_idx) / 2.0
        value_at_current_point = evaluate_polynomial(xs, current_x_value)

        if abs(value_at_current_point) < epsilon_delta:
            return current_x_value

        # Adjust the interval based on the sign of the polynomial at current x
        if value_at_lower_bound * value_at_current_point < 0:
            upper_bound_idx = current_x_value
            value_at_upper_bound = value_at_current_point
        else:
            lower_bound_idx = current_x_value
            value_at_lower_bound = value_at_current_point

        iteration_index += 1

    # Return the midpoint of the final small interval as an approximate root.
    return (lower_bound_idx + upper_bound_idx) / 2.0","def poly(xs: list, x: float) -> float:
    """"""
    Evaluates polynomial xs at point x.
    :param xs: coefficients of the polynomial (list)
    :param x: evaluation point (float)
    :return: polynomial value at x (float)
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])"
138,"    return n%2 == 0 and n >= 8
","def is_equal_to_sum_even(a_given_data):
    an_input_is_eligible = (a_given_data >= 8) and (a_given_data % 2 == 0)
    return an_input_is_eligible","def is_valid_even_number(a_data):
    valid_number_condition = (a_data >= 8) and (a_data % 2 == 0)
    return valid_number_condition","def is_sum_even_eligible(input_value):
    """"""
    Returns True if input value is 8 or greater and even, False otherwise.
    """"""
    return input_value >= 8 and input_value % 2 == 0"
34,"    return sorted(list(set(l)))
","def unique(l: list):
    # Obtain unique elements.
    elements_pool = set(l)
    # Generate an ordered list.
    ordered_data = list(elements_pool)
    ordered_data.sort()
    # Deliver output.
    return ordered_data","def get_unique_elements_in_order(input_list: list):
    # Extract unique elements from the input list.
    distinct_items = set(input_list)
    # Convert the set back to a list and sort it in ascending order.
    sorted_items = sorted(distinct_items)
    # Return the sorted list of unique elements.
    return sorted_items","def get_unique_ordered_elements(input_list: list) -> list:
    """"""
    Returns an ordered list containing unique elements from the input list.

    :param input_list: The input list that may contain duplicate elements.
    :return: An ordered list of unique elements.
    """"""

    # Convert the list to a set to remove duplicates and improve lookup efficiency
    unique_elements = set(input_list)
    
    # Convert the set back to a list, sort it in ascending order, and return the result
    sorted_unique_elements = sorted(list(unique_elements))
    return sorted_unique_elements"
80,"    if len(s) < 3:
      return False

    for i in range(len(s) - 2):
      
      if s[i] == s[i+1] or s[i+1] == s[i+2] or s[i] == s[i+2]:
        return False
    return True
","def is_happy(s):
    # Ascertain input length. Give out incorrect if length is under 3.
    _actual_length = len(s)
    if _actual_length < 3:
        return False

    # Go over all adjacent groupings.
    # Utilize index, looping up until _actual_length less duo.
    for _index_current in range(_actual_length - 2):
        _item_one = s[_index_current]
        _item_two = s[_index_current + 1]
        _item_three = s[_index_current + 2]

        # Examine alike items. If any duo items are alike, give out incorrect.
        if _item_one == _item_two or \
           _item_one == _item_three or \
           _item_two == _item_three:
            return False
    
    # Declare as jolly upon all examinations ending.
    return True","def check_jolliness(s):
    # Determine the length of the input. Return false if it's shorter than 3 characters.
    actual_length = len(s)
    if actual_length < 3:
        return False

    # Iterate through all potential triplet combinations in the string.
    for index_current in range(actual_length - 2):
        current_item = s[index_current]
        next_item = s[index_current + 1]
        subsequent_item = s[index_current + 2]

        # Check if any of the triplets are identical. If so, return false.
        if current_item == next_item or \
           current_item == subsequent_item or \
           next_item == subsequent_item:
            return False
    
    # If all triplets are unique, declare the string as jolly.
    return True","def is_jolly(s):
    """"""
    Returns True if string s has no adjacent repeating characters, False otherwise.

    A jolly string is one where all adjacent character pairs are distinct.
    """"""
    # Input validation: strings with fewer than 3 characters are not considered jolly
    if len(s) < 3:
        return False

    # Iterate over the string in steps of 2 (adjacent character pairs)
    for i in range(len(s) - 2):
        item1, item2, item3 = s[i], s[i+1], s[i+2]
        
        # Check if any adjacent pair has identical characters
        if item1 == item2 or item1 == item3 or item2 == item3:
            return False
    
    # If no repeating pairs found, the string is jolly
    return True"
61,"    depth = 0
    for b in brackets:
        if b == ""("":
            depth += 1
        else:
            depth -= 1
        if depth < 0:
            return False
    return depth == 0
","def correct_bracketing(given_parentheses_data: str):
    open_parentheses_level = 0  # initialize open parenthesis level.
    for each_item in given_parentheses_data:
        if each_item == '(':
            open_parentheses_level += 1  # increase level for open parenthesis.
        elif each_item == ')':
            open_parentheses_level -= 1  # decrease level for close parenthesis.
        
        if open_parentheses_level < 0:
            return False  # indicate an uncoupled closing parenthesis.

    return open_parentheses_level == 0  # indicate if all parentheses are logically aligned.","def validate_parentheses(data: str):
    # Initialize the level for open parentheses.
    current_level = 0
    
    # Iterate through each character in the input data.
    for char in data:
        if char == '(':
            # Increase the level when encountering an opening parenthesis.
            current_level += 1
        elif char == ')':
            # Decrease the level when encountering a closing parenthesis.
            current_level -= 1
        
        # If the level goes below zero, return False indicating uncoupled closing parentheses.
        if current_level < 0:
            return False
    
    # Return True if all levels are reset to zero, indicating properly nested parentheses.
    return current_level == 0","def check_bracket_balance(input_string: str) -> bool:
    """"""
    Determine if parentheses in a string are properly nested.
    
    Args:
        input_string (str): The string containing parentheses to be checked.
    
    Returns:
        bool: True if the brackets are correctly paired, False otherwise.
    """"""
    balance = 0  # Initialize counter for open parentheses
    
    for char in input_string:
        if char == '(':  # Increment counter for each opening parenthesis
            balance += 1
        elif char == ')':  # Decrement counter for each closing parenthesis
            balance -= 1
        
        # If the counter becomes negative, there's an unmatched closing parenthesis
        if balance < 0:
            return False
    
    # Check if all parentheses were correctly paired
    return balance == 0"
100,"    return [n + 2*i for i in range(n)]
","def make_a_pile(n):
    # An overall pile data list.
    an_overall_pile_data = []
    
    # An initial level obtains units.
    a_pile_items = n
    
    # Loop over all levels.
    for an_idx in range(n):
        # Add level units data.
        an_overall_pile_data.append(a_pile_items)
        
        # Utilize prior units, add.
        a_pile_items += 2
        
    # Output overall pile data.
    return an_overall_pile_data","def create_stack(n):
    # Create a list to store all levels of the stack.
    full_stack = []
    
    # Start with the initial number of items at the bottom level.
    current_level_items = n
    
    # Iterate over each level of the stack.
    for level_index in range(n):
        # Add the current level's items to the stack.
        full_stack.append(current_level_items)
        
        # Increment the number of items for the next level by 2.
        current_level_items += 2
        
    # Return the complete stack data structure.
    return full_stack","def create_pile(n):
    """"""
    Generate a list representing a pile with n levels, where each level has a specific number of items.
    
    The first level starts with `n` items. Each subsequent level adds 2 more items than the previous one.
    
    :param n: The initial number of items in the first level
    :return: A list containing the item count for each level
    """"""
    pile_data = []
    items_per_level = n
    
    for _ in range(n):
        pile_data.append(items_per_level)
        items_per_level += 2
    
    return pile_data"
