task_id,iteration_used,correct,tests_passed,tests_failed,z_score,p_unified,p_exact,score,method_used,token_count,green_count,meets_z,stopped_early,output_file
HumanEval/146,1,True,7,0,2.7076060647639295,0.005340233440024942,0.005340233440024942,2.272439758046578,binomial,12,11,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/146.py
HumanEval/147,2,True,4,0,3.080095076523701,0.0013585052601344724,0.0013585052601344724,2.866938675653928,binomial,16,16,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/147.py
HumanEval/148,1,True,7,0,2.845554196177887,0.0031035770377410964,0.0031035770377410964,2.508137469981947,binomial,9,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/148.py
HumanEval/149,1,True,7,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/149.py
HumanEval/150,2,True,10,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/150.py
HumanEval/151,1,False,6,1,1.8970361307852581,0.07678426572902668,0.07678426572902668,1.114727764436421,binomial,4,4,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/151.py
HumanEval/152,1,True,5,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/152.py
HumanEval/153,1,True,9,0,2.864455340790865,0.0030255135739952863,0.0030255135739952863,2.519200894260879,binomial,13,12,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/153.py
HumanEval/154,1,True,6,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/154.py
HumanEval/155,1,True,9,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/155.py
HumanEval/156,1,True,15,0,2.7076060647639295,0.005340233440024942,0.005340233440024942,2.272439758046578,binomial,12,11,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/156.py
HumanEval/157,5,True,11,0,1.5103580344405276,0.1186710678211247,0.1186710678211247,0.9256551497665848,binomial,9,7,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/157.py
HumanEval/158,1,True,10,0,1.7525578446284913,0.0817370021522939,0.0817370021522939,1.0875812948430659,binomial,7,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/158.py
HumanEval/159,2,True,8,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/159.py
HumanEval/160,2,True,4,0,2.9994774884572406,0.0016337311469297178,0.0016337311469297178,2.7868194110910522,binomial,10,10,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/160.py
HumanEval/161,2,True,8,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/161.py
HumanEval/162,4,True,5,0,1.3342829747788862,0.15099446235609512,0.15099446235609512,0.821038979940543,binomial,11,8,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/162.py
HumanEval/163,2,True,5,0,1.7525578446284913,0.0817370021522939,0.0817370021522939,1.0875812948430659,binomial,7,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/163.py
